text,rating,clean_text,sentiment
Halo Mimin shopee..saya sangat suka sekali sama program2 dishoppe ini..dan hanya 1 tolong update selanjutnya tarik komisi affiliate nya ga pake NPWP agar lebih mudah pake potongan langsung dari Shoppe aja...untuk komisi di bawah 5jt tolong jangan pake NPWP min KLO di atasnya gak pp🥺,4,halo mimin shopeesaya sangat suka sekali sama program dishoppe inidan hanya tolong update selanjutnya tarik komisi affiliate nya ga pake npwp agar lebih mudah pake potongan langsung dari shoppe ajauntuk komisi di bawah jt tolong jangan pake npwp min klo di atasnya gak pp,Positif
"Apknya Paling Meresahkan, Setiap Mau Masuk Apknya Dan Terus Kasih Masuk Akun Google Tapi Kenapa Selalu Keluar Otomatis Dan Selalu Bikin HP Lemot Padahal HP Ramnya Gede",1,apknya paling meresahkan setiap mau masuk apknya dan terus kasih masuk akun google tapi kenapa selalu keluar otomatis dan selalu bikin hp lemot padahal hp ramnya gede,Negatif
Paket saya diputer puter terus selama 1 Minggu bagus banget yah udah complain berkali kali masih aja,1,paket saya diputer puter terus selama minggu bagus banget yah udah complain berkali kali masih aja,Negatif
bagus murah komplit untuk belanja online,5,bagus murah komplit untuk belanja online,Positif
Perbaiki lagi ekspedisinya,1,perbaiki lagi ekspedisinya,Negatif
Terbaik dan sangat membantu saat di butuhkan,5,terbaik dan sangat membantu saat di butuhkan,Positif
Mantap jaya👍👍👍,5,mantap jaya,Positif
Bagus,5,bagus,Positif
Oke lach untuk belanja online 🙏🙏🙏👌👌,5,oke lach untuk belanja online,Positif
The best,5,the best,Positif
Mantap sih Tapi gak mau daftar paylater,5,mantap sih tapi gak mau daftar paylater,Positif
Mantap,5,mantap,Positif
Bagus,5,bagus,Positif
Memang beda dengan yang lain,5,memang beda dengan yang lain,Positif
Sophie emang gacor.... menyala abangku,5,sophie emang gacor menyala abangku,Positif
Sopi mantap,5,sopi mantap,Positif
"*Kelebihan Shopee* 1. *Pilihan Produk yang Luas*: Shopee menawarkan berbagai produk dari berbagai kategori, mulai dari fashion, elektronik, kecantikan, hingga perlengkapan rumah tangga. 2. *Harga yang Kompetitif*: Shopee sering menawarkan harga yang lebih murah dibandingkan dengan toko online lainnya. 3. *Diskon dan Promo*: Shopee sering mengadakan diskon dan promo menarik, sehingga Anda bisa mendapatkan harga yang lebih murah.",5,kelebihan shopee pilihan produk yang luas shopee menawarkan berbagai produk dari berbagai kategori mulai dari fashion elektronik kecantikan hingga perlengkapan rumah tangga harga yang kompetitif shopee sering menawarkan harga yang lebih murah dibandingkan dengan toko online lainnya diskon dan promo shopee sering mengadakan diskon dan promo menarik sehingga anda bisa mendapatkan harga yang lebih murah,Positif
Belanja lebih mudah. Menghemat waktu dan banyak diskon jg promo....,5,belanja lebih mudah menghemat waktu dan banyak diskon jg promo,Positif
Jelek,1,jelek,Negatif
Tetap berkarya untuk Indonesia yang lebih maju dan istimewa,5,tetap berkarya untuk indonesia yang lebih maju dan istimewa,Positif
Saya belum coba pasangkan jadi saya belum tahu baik dan tidaknya,5,saya belum coba pasangkan jadi saya belum tahu baik dan tidaknya,Positif
mantap,5,mantap,Positif
Tiga aja blm ada paylater,3,tiga aja blm ada paylater,Netral
Aplikasi belanja yg bagus.. komplit notifikasi dan fasilitas lacak nya..,5,aplikasi belanja yg bagus komplit notifikasi dan fasilitas lacak nya,Positif
Mengapa setiap buka aplikasi selalu menonton video,3,mengapa setiap buka aplikasi selalu menonton video,Netral
"Transaksi saya selalu dibatalkan sistem, padahal udah nyoba beli yang lainnya tetapi tetap aja nggak bisa. Nggak lucu akunya udah transaksi dengan total puluhan juta sebelumnya tapi gara-gara 1x checkout barang bayarnya beberapa jam setelahnya langsung akunya selalu gagal dalam transaksi sampai berbulan-bulan, sehingga saya transaksi cuma di Tokopedia dan tiktok shop.",1,transaksi saya selalu dibatalkan sistem padahal udah nyoba beli yang lainnya tetapi tetap aja nggak bisa nggak lucu akunya udah transaksi dengan total puluhan juta sebelumnya tapi garagara x checkout barang bayarnya beberapa jam setelahnya langsung akunya selalu gagal dalam transaksi sampai berbulanbulan sehingga saya transaksi cuma di tokopedia dan tiktok shop,Negatif
Sangat terbantu untuk berbelanja dgn harga lebih terjangkau,5,sangat terbantu untuk berbelanja dgn harga lebih terjangkau,Positif
"Sangat membantu, semua solusi ada di shopee, terimakasih.",5,sangat membantu semua solusi ada di shopee terimakasih,Positif
Bagus,5,bagus,Positif
Memudahkan kita ketika segala kebutuhan lewat online jadi gx panas²an keluar rumah..😁😁,5,memudahkan kita ketika segala kebutuhan lewat online jadi gx panas²an keluar rumah,Positif
sangat bagus,5,sangat bagus,Positif
Keren,5,keren,Positif
"penjual n kurirnya mantap,semoga di mudahkan segala urusanya",5,penjual n kurirnya mantapsemoga di mudahkan segala urusanya,Positif
Sangat membantu kalau kita lagi sibuk kerja,5,sangat membantu kalau kita lagi sibuk kerja,Positif
Jaya terus,5,jaya terus,Positif
Sangat bagus,5,sangat bagus,Positif
Coba dulu,4,coba dulu,Positif
Sangat lebih Terbaik,5,sangat lebih terbaik,Positif
sangat membantu dalam berbelanja 🥳,5,sangat membantu dalam berbelanja,Positif
"Selama ini cukup baik ,mohon pengiriman di percepat lagi waktu nya.",5,selama ini cukup baik mohon pengiriman di percepat lagi waktu nya,Positif
jos,5,jos,Positif
Good,5,good,Positif
memudahkan urusan belanja online,5,memudahkan urusan belanja online,Positif
Mantap aplikasi pembawa rezeki terimakasih,5,mantap aplikasi pembawa rezeki terimakasih,Positif
Kualitas bagus,4,kualitas bagus,Positif
SHOPEE MEMBERI YANG TERBAIK 👍🏻,5,shopee memberi yang terbaik,Positif
menarik sekali,4,menarik sekali,Positif
Okey,5,okey,Positif
"tolong untuk pembukaan awal aplikasi jangan di vidio, berharap halaman utama di beranda. terimakasih, pop up nya sangat sangat menggangu",2,tolong untuk pembukaan awal aplikasi jangan di vidio berharap halaman utama di beranda terimakasih pop up nya sangat sangat menggangu,Negatif
Banyakin gratis ongkirnya ya,5,banyakin gratis ongkirnya ya,Positif
sangat bermanfaat,4,sangat bermanfaat,Positif
nice.........................................................................,5,nice,Positif
memuaskan,5,memuaskan,Positif
"pengiriman SPX sangat lambat, paket saya sering sekali telat, tolong kedepannya lebih di perhatikan lagi dan di tingkatkan lagi pengiriman nya",3,pengiriman spx sangat lambat paket saya sering sekali telat tolong kedepannya lebih di perhatikan lagi dan di tingkatkan lagi pengiriman nya,Netral
Terima kasih sopii,5,terima kasih sopii,Positif
good Jobs.. Jama new,5,good jobs jama new,Positif
Bayar nyaa COD yaa,5,bayar nyaa cod yaa,Positif
keren harganya murah²,5,keren harganya murah²,Positif
mantapp,5,mantapp,Positif
"Saran saya,admin harus bertanya sama pelanggan jangan asal tegur pelanggan. Barang belum di antar kurir Mala kena teguran dari admin dan denda tidak bisa cod.",3,saran sayaadmin harus bertanya sama pelanggan jangan asal tegur pelanggan barang belum di antar kurir mala kena teguran dari admin dan denda tidak bisa cod,Netral
saya sering blanja. bagus,4,saya sering blanja bagus,Positif
Gak bisa pake voucher jir lah?,1,gak bisa pake voucher jir lah,Negatif
Dengan adanya Shopee belanja jadi mudah. Asal kita teliti saja nyari barang yg kita maksud.,5,dengan adanya shopee belanja jadi mudah asal kita teliti saja nyari barang yg kita maksud,Positif
Oky,5,oky,Positif
selalu puas,5,selalu puas,Positif
Jasa kirim Spx Hemat yg sangat buruuuuuukkkkkkkj,1,jasa kirim spx hemat yg sangat buruuuuuukkkkkkkj,Negatif
Jos keren mantab top is the best,5,jos keren mantab top is the best,Positif
Sekarang promo vocernya dikit,3,sekarang promo vocernya dikit,Netral
puas belanja di shopee,5,puas belanja di shopee,Positif
"Beli barang bukannya dianter ke tujuan, malah ke pos satpam yang gak tau dimana. Sampe sekarang saya tidak pernah menerima barangnya",1,beli barang bukannya dianter ke tujuan malah ke pos satpam yang gak tau dimana sampe sekarang saya tidak pernah menerima barangnya,Negatif
kenapa dengan shopie sekarang gak bisa cod ?,2,kenapa dengan shopie sekarang gak bisa cod,Negatif
bagus,5,bagus,Positif
Shopee terbaik,5,shopee terbaik,Positif
Sangat membantu,4,sangat membantu,Positif
Belanja mudah dan efisien,5,belanja mudah dan efisien,Positif
terbaik,5,terbaik,Positif
Ok,5,ok,Positif
Shopee sekarang lamaa sekali pengiriman nya...,1,shopee sekarang lamaa sekali pengiriman nya,Negatif
good,4,good,Positif
"Nice app👍🏻👍🏻👍🏻👍🏻👍🏻, tapi pengiriman lambaaaaaatttt sekaliiiiiiii......!!!",5,nice app tapi pengiriman lambaaaaaatttt sekaliiiiiiii,Positif
Mantap,5,mantap,Positif
Bagus,5,bagus,Positif
Alhamdulilah membantu buat kaum mundang mending bisa paylater sangat terbantu,5,alhamdulilah membantu buat kaum mundang mending bisa paylater sangat terbantu,Positif
Toko online shope terbaikkkkk,5,toko online shope terbaikkkkk,Positif
Aplikasi penipu Sudah bayar shopeeplus tapi voucher g bisa dipakai,1,aplikasi penipu sudah bayar shopeeplus tapi voucher g bisa dipakai,Negatif
Shoppee mantapp,5,shoppee mantapp,Positif
semoga bermanfaat,5,semoga bermanfaat,Positif
"Good apl, dan bnyak membantu..",5,good apl dan bnyak membantu,Positif
Top,5,top,Positif
"Semoga adminnya BS pilih2 penjualnya,supaya g ada yg jual tipu2",5,semoga adminnya bs pilih penjualnyasupaya g ada yg jual tipu,Positif
"Sumpah gw udah berkali-kali beli di shopee telat trus barangnya, sekarang udh telat 1 minggu loh gk masuk akal banget gimana konsumen mau ngasih 5 bintang klo kaya gini, gk satu dua kali telat trus. Udah jadi kebiasaan di shopee pengiriman sangat LAMBAT!!!",1,sumpah gw udah berkalikali beli di shopee telat trus barangnya sekarang udh telat minggu loh gk masuk akal banget gimana konsumen mau ngasih bintang klo kaya gini gk satu dua kali telat trus udah jadi kebiasaan di shopee pengiriman sangat lambat,Negatif
Good,5,good,Positif
Jelek 👹 Nggak perfect,1,jelek nggak perfect,Negatif
Ok...tingkat kan tuk yang lebih baik.,5,oktingkat kan tuk yang lebih baik,Positif
sangat puas,5,sangat puas,Positif
"elu ganggu banget sumpah lagi baca wp tiba tiba elu muncul itu ngeselin bangett, bagus",4,elu ganggu banget sumpah lagi baca wp tiba tiba elu muncul itu ngeselin bangett bagus,Positif
Bgus,5,bgus,Positif
Termurah se indonesia,5,termurah se indonesia,Positif
Siiiip sangat memuaskan dan tingkat kan lagi. hilangkan penjual barang yg ga sesuai gambar,5,siiiip sangat memuaskan dan tingkat kan lagi hilangkan penjual barang yg ga sesuai gambar,Positif
Tokonya amanah pelayanan baik juga kurirnya ramah mksih shopee.,5,tokonya amanah pelayanan baik juga kurirnya ramah mksih shopee,Positif
Shopee Big Ramadan Sagat bagus,5,shopee big ramadan sagat bagus,Positif
beli puas harga pas. barang murah dan gak murahan,5,beli puas harga pas barang murah dan gak murahan,Positif
Kerennn dan terpercaya,5,kerennn dan terpercaya,Positif
"shopee benerann yang terbaik,barang nya murah murah pas sampe sesuai keinginan, gratis ongkir kalau ada ongkir nya paling cuma dikit,jadi WORT IT bgtt dehh Shopee🤍🤍",5,shopee benerann yang terbaikbarang nya murah murah pas sampe sesuai keinginan gratis ongkir kalau ada ongkir nya paling cuma dikitjadi wort it bgtt dehh shopee,Positif
Memudahkan segalanya nais,5,memudahkan segalanya nais,Positif
bgus,5,bgus,Positif
suka banget untuk belanjaan,5,suka banget untuk belanjaan,Positif
Selama perpesanan saya ini tidak ada masalah.... Ok dech,5,selama perpesanan saya ini tidak ada masalah ok dech,Positif
"Semakin kesini makin aneh aplikasi ini, sejak sebelumnya begitu buka aplikasi langsung dipaksa masuk video live, yg terbaru malah dipaksa masuk video dan suara videonya tidak akan hilang meskipun kita masuk beranda , kecuali harus dan terpaksa masuk menu live & video dulu dan kemudian pindah menu lagi, Sangat tidak satisfying",2,semakin kesini makin aneh aplikasi ini sejak sebelumnya begitu buka aplikasi langsung dipaksa masuk video live yg terbaru malah dipaksa masuk video dan suara videonya tidak akan hilang meskipun kita masuk beranda kecuali harus dan terpaksa masuk menu live video dulu dan kemudian pindah menu lagi sangat tidak satisfying,Negatif
Suka bgt bnyak discount,5,suka bgt bnyak discount,Positif
"saat buka aplikasi langsung muncul video, saya pribadi kurang nyaman. lain lain ga ada masalah. semoga dievaluasi.",3,saat buka aplikasi langsung muncul video saya pribadi kurang nyaman lain lain ga ada masalah semoga dievaluasi,Netral
kdg2 aku mau cari apa2 mlas keluar krna punya anak bayi kembar. ribet bgt .untg ada shope jdi bisa blnja GK harus sering keluar rumah,4,kdg aku mau cari apa mlas keluar krna punya anak bayi kembar ribet bgt untg ada shope jdi bisa blnja gk harus sering keluar rumah,Positif
Muantap terpercaya,5,muantap terpercaya,Positif
puas,5,puas,Positif
Ganggu banget pas maen selalu ada notif giliran ga ngapa-ngapain sepi bgst,1,ganggu banget pas maen selalu ada notif giliran ga ngapangapain sepi bgst,Negatif
"Belanja cepat,hemat dan menyenangkan",5,belanja cepathemat dan menyenangkan,Positif
sangat membantu cara brg murah dan berkualitas,5,sangat membantu cara brg murah dan berkualitas,Positif
Makin nyaman belanja di shopee,5,makin nyaman belanja di shopee,Positif
"Suka banget pakai Shopee, promo nya banyak,diskonnya banyak harga² nya terjangkau,sukses selalu Shopee 🥰",5,suka banget pakai shopee promo nya banyakdiskonnya banyak harga² nya terjangkausukses selalu shopee,Positif
Saya kecewa dengan shopee paket nya lama sampai lebih cepet aplikasi lain,1,saya kecewa dengan shopee paket nya lama sampai lebih cepet aplikasi lain,Negatif
Sangat memuwaskan belanja di aplikasih shopi,5,sangat memuwaskan belanja di aplikasih shopi,Positif
Oke,5,oke,Positif
Shopee terbaik slalu membantu kebutuhan saya,5,shopee terbaik slalu membantu kebutuhan saya,Positif
"pengirimanya super lama,, padahal masih 1 kota tapi udah 2 hari ngga di kirim2. pengiriman paling lelet di antara espedisi yang laen.",1,pengirimanya super lama padahal masih kota tapi udah hari ngga di kirim pengiriman paling lelet di antara espedisi yang laen,Negatif
terima kasih sudah menjadi sahabat belanja online saya,5,terima kasih sudah menjadi sahabat belanja online saya,Positif
Aplikasi murah,5,aplikasi murah,Positif
Pokok e Joss👍👍👍,5,pokok e joss,Positif
Mantap,5,mantap,Positif
Top lah,5,top lah,Positif
"Kenapa di shopee sekarang banyak penjual yg nipu, jadi males bgt belanja disini, diskripsi sama aslunya beda jauh, sudah berapa kali ditipu disini, barang riject kadang dikirim, parah pengawasan kurang",2,kenapa di shopee sekarang banyak penjual yg nipu jadi males bgt belanja disini diskripsi sama aslunya beda jauh sudah berapa kali ditipu disini barang riject kadang dikirim parah pengawasan kurang,Negatif
good,5,good,Positif
"Bisa membuat ku lebih mudah, kalo beli apa apa ga perlu keluar karna ada shopee",5,bisa membuat ku lebih mudah kalo beli apa apa ga perlu keluar karna ada shopee,Positif
"Saat checkout setelah di bayar selalu dibatalkan pihak shopee dengan alasan terdapat tindakan tidak wajar, padahal tidak melanggar apapun, giliran tanya cs tidak membantu sama sekali",1,saat checkout setelah di bayar selalu dibatalkan pihak shopee dengan alasan terdapat tindakan tidak wajar padahal tidak melanggar apapun giliran tanya cs tidak membantu sama sekali,Negatif
Lumayan bagus namun pengiriman nya agak lama,4,lumayan bagus namun pengiriman nya agak lama,Positif
Akun saya tiap kali lihat live untuk cari koin selalu gagal mengklaim bonus live ini padahal cek in dan bonus tiap menit bisa di klaim,4,akun saya tiap kali lihat live untuk cari koin selalu gagal mengklaim bonus live ini padahal cek in dan bonus tiap menit bisa di klaim,Positif
Shopee ke daerah ku sering2 gratis ongkir yahh,5,shopee ke daerah ku sering gratis ongkir yahh,Positif
Aplikasi yang lengkap segalanya ada di sini.,5,aplikasi yang lengkap segalanya ada di sini,Positif
Pengiriman lelet😡,1,pengiriman lelet,Negatif
Pelayanan bagus barang yang dicari selalu ada,5,pelayanan bagus barang yang dicari selalu ada,Positif
Coba dulu,4,coba dulu,Positif
keren,5,keren,Positif
alhamdulillah layanan shopee sangat naik sehingga bisa memuaskan,4,alhamdulillah layanan shopee sangat naik sehingga bisa memuaskan,Positif
Pengiriman nya semakin lama,1,pengiriman nya semakin lama,Negatif
"Harus ok ,kalo tak.....tak buang",5,harus ok kalo taktak buang,Positif
Lebih mudah,5,lebih mudah,Positif
Belanja jadi enak dan nyaman,5,belanja jadi enak dan nyaman,Positif
mendekati lebaran semakin lama datang nya,1,mendekati lebaran semakin lama datang nya,Negatif
good,5,good,Positif
"cepat, mudah... love shoope😍",5,cepat mudah love shoope,Positif
Saya gk bisa buka Shopee live,5,saya gk bisa buka shopee live,Positif
Top,5,top,Positif
Ok,5,ok,Positif
"kenapa sekarang pas buka langsung shopee vidio, mana udah di klik close suaranya gak ilang2..ganggu banget. jadi gak berani buka shopee kalo lagi gabut ditengah keramaian, karena tiba2 muncul suara kenceng banget. tolong dong dikembalikan seperti semula biar gak mengganggu tampilanya",4,kenapa sekarang pas buka langsung shopee vidio mana udah di klik close suaranya gak ilangganggu banget jadi gak berani buka shopee kalo lagi gabut ditengah keramaian karena tiba muncul suara kenceng banget tolong dong dikembalikan seperti semula biar gak mengganggu tampilanya,Positif
"Aplikasi rusak data penggunanya,mudah di bobol hacker",1,aplikasi rusak data penggunanyamudah di bobol hacker,Negatif
